LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
JEVH5ZNJ7P,40,85573,16605,717,68,1,9.88,36,0.57,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,0
P3FKJO9LXT,38,95885,16224,309,67,4,16.38,60,0.33,Master's,Full-time,Married,Yes,No,Home,No,0
H6FEIIQA6Y,47,138627,122852,638,24,4,8.52,12,0.14,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,0
0UPG9YA2VP,62,61213,156270,562,12,4,20.21,48,0.3,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,0
F79NIMN9CD,68,129573,240485,540,91,1,13.64,12,0.85,Master's,Full-time,Married,No,No,Other,Yes,0
SJPC1H4X5Z,57,103707,66660,723,33,2,2.91,48,0.35,High School,Part-time,Divorced,No,Yes,Education,Yes,0
1V2W46B8Z3,48,97054,177503,481,118,4,6.19,24,0.44,Bachelor's,Unemployed,Divorced,No,Yes,Education,No,0
O0RYL179VY,38,112506,42857,551,71,4,2.43,24,0.56,PhD,Full-time,Divorced,No,No,Business,No,0
P1WKWAKEVE,67,106417,190197,458,108,1,19.58,24,0.18,PhD,Unemployed,Married,No,Yes,Auto,No,0
SDXOMDA53G,59,22850,51108,558,54,3,24.13,12,0.29,PhD,Unemployed,Divorced,No,Yes,Education,Yes,0
8E5Z1XQS49,56,22386,120738,735,45,3,18.97,48,0.5,Bachelor's,Part-time,Married,No,Yes,Auto,No,0
BX754DGRFK,30,140735,119088,402,111,4,13.98,48,0.7,PhD,Unemployed,Divorced,Yes,Yes,Business,Yes,0
5PRETBSCTE,34,99137,117240,423,36,2,8.85,60,0.61,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0
5AOPQIS8AT,65,91327,235710,317,24,2,12.83,12,0.39,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
ZALC9XU1M6,46,108229,215023,341,1,3,21.6,36,0.86,Master's,Full-time,Married,No,No,Business,No,0
CXHC1L5PEU,58,61670,97183,751,27,1,20.74,60,0.87,PhD,Part-time,Divorced,Yes,Yes,Business,No,0
UHMEYW7UUT,29,20520,51246,665,68,2,18.47,24,0.21,Master's,Self-employed,Divorced,No,Yes,Auto,Yes,0
IDUI9O2OPH,23,22935,194726,533,80,4,9.99,60,0.8,Master's,Part-time,Divorced,Yes,No,Business,Yes,1
77KE809Q5X,29,36245,167640,470,52,1,5.43,36,0.75,PhD,Self-employed,Single,No,Yes,Other,Yes,0
0D87QTCSV4,57,100214,50214,606,93,1,4.99,36,0.86,PhD,Self-employed,Single,Yes,No,Home,Yes,0
H03270XQH7,41,86904,210573,758,11,3,12.84,48,0.84,Master's,Unemployed,Divorced,No,No,Home,No,0
HL7EFY04YN,63,143383,34450,544,34,1,2.3,36,0.12,PhD,Part-time,Single,Yes,No,Auto,No,0
GU11BT7A44,40,123422,134624,641,58,2,22.92,24,0.65,Master's,Self-employed,Married,No,No,Auto,No,0
7EOA0GDIBC,22,130958,230561,592,13,2,2.6,60,0.69,Bachelor's,Unemployed,Single,Yes,No,Business,No,0
0GQU2I0XHC,47,42484,69055,473,35,1,10.38,48,0.22,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
YWRS7HMP4S,45,19359,67140,712,30,3,20.85,60,0.73,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,0
YT0LP9VUNE,29,72844,131817,749,100,1,9.85,24,0.47,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0
DKJ2IFE12R,57,33537,43378,621,40,1,12.86,48,0.35,Bachelor's,Unemployed,Single,No,No,Other,No,0
JGIOY756O8,56,92552,40713,534,49,2,13.67,12,0.63,PhD,Part-time,Single,No,Yes,Other,Yes,0
IM7SP70L7L,62,16078,52936,803,5,1,23.86,36,0.12,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
4N64N48XQV,32,133990,90900,665,71,2,2.57,36,0.85,Master's,Full-time,Divorced,No,No,Other,Yes,0
U8QZ2OMGE2,44,21352,212533,575,60,3,9.88,24,0.45,PhD,Unemployed,Single,Yes,Yes,Home,No,0
LCX86M1UK4,38,128211,230423,655,14,4,7.18,36,0.59,Master's,Self-employed,Divorced,No,Yes,Education,Yes,0
09F9K8VEFV,20,45032,29248,518,6,2,4.68,60,0.64,PhD,Self-employed,Divorced,No,Yes,Home,Yes,0
8M04GUSQT2,34,86544,109401,776,24,4,12.91,36,0.69,High School,Unemployed,Married,No,Yes,Business,No,1
1HN1TQNBSJ,66,74077,16946,569,13,1,15.91,48,0.89,Master's,Full-time,Married,No,Yes,Auto,Yes,0
SDSR8KAT11,36,27107,215912,734,50,2,6.39,36,0.72,Master's,Unemployed,Single,Yes,No,Other,Yes,0
37HSZQA942,18,53009,120451,446,47,1,6.49,24,0.23,Master's,Part-time,Married,No,Yes,Home,No,0
KX8V1KFF3B,68,72218,191347,558,7,2,20.6,12,0.82,Master's,Self-employed,Married,No,No,Auto,Yes,0
K48SZ1T2TY,54,107277,156215,345,23,3,6.68,24,0.34,Master's,Unemployed,Single,No,No,Auto,No,0
RPCB01XMLN,67,108906,7176,383,75,1,12.54,48,0.26,High School,Unemployed,Married,No,Yes,Home,Yes,0
HZNC78NV40,22,105036,29160,591,97,2,20.51,12,0.58,Bachelor's,Full-time,Single,No,No,Auto,No,0
TP3K7AFXAZ,28,63313,67110,515,12,1,17.18,48,0.12,Master's,Full-time,Married,No,No,Auto,No,0
TT0GKFGGVQ,54,44313,161412,559,9,4,20.94,12,0.89,Bachelor's,Self-employed,Married,Yes,No,Business,No,1
B3MODLVTRE,20,114924,221143,733,45,2,2.36,36,0.58,PhD,Unemployed,Married,No,No,Business,Yes,0
V1QECVACOS,54,105389,21283,638,19,3,7.28,24,0.45,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
1JE1ST2A62,39,87514,193026,749,94,1,22.63,60,0.13,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
S5V99YGO6Z,25,98657,217666,705,107,3,2.03,36,0.67,Bachelor's,Self-employed,Single,No,No,Home,No,0
O8G8MJJRRO,49,123917,124184,694,13,2,19.56,36,0.33,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
BVP4JQHTR7,68,66445,103070,745,103,2,10.17,24,0.21,Master's,Full-time,Single,Yes,No,Education,No,0
Z600RM4WMO,56,29971,23947,662,117,4,2.22,60,0.23,High School,Self-employed,Married,Yes,Yes,Education,No,0
3IOFPUH56Y,24,87531,176311,673,31,3,22.84,12,0.68,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
6IPCIG9PGM,45,131560,168284,539,87,3,5.3,12,0.73,Bachelor's,Part-time,Married,No,No,Other,No,0
I72E03GSXO,45,114650,197165,708,75,3,8.63,24,0.21,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,0
7XJNUUU4SC,54,32296,199440,704,45,2,11.71,24,0.44,High School,Full-time,Divorced,Yes,Yes,Education,No,0
C3TBWI5LDQ,44,81724,18436,682,3,2,11.37,48,0.76,High School,Self-employed,Married,No,No,Education,Yes,0
WM56JACXGO,42,133508,115734,535,37,1,20.55,48,0.2,Master's,Part-time,Married,Yes,Yes,Home,Yes,0
Q5KYW8UZ4I,45,82171,207923,756,105,2,16.57,48,0.54,PhD,Part-time,Married,Yes,Yes,Business,Yes,0
QKPV01TTZU,33,80436,234577,671,0,2,8.4,48,0.69,High School,Unemployed,Single,Yes,Yes,Auto,Yes,1
0TEY83Z5Y9,54,126167,231892,728,45,4,9.16,24,0.68,PhD,Unemployed,Divorced,No,Yes,Other,No,0
3ESALWTL8N,53,22625,199640,697,43,2,4.94,60,0.82,Master's,Full-time,Married,Yes,Yes,Other,No,0
71GA2S9QVY,53,37356,157957,349,20,4,22.04,60,0.22,PhD,Self-employed,Married,No,No,Other,No,1
I4NRKNCF5X,25,70350,194523,637,22,2,19.34,48,0.36,Bachelor's,Unemployed,Divorced,Yes,No,Business,Yes,1
7DI7Y6YRCD,58,100804,147841,702,12,2,7.06,48,0.87,High School,Unemployed,Single,Yes,Yes,Education,Yes,0
5BY7C63D13,51,35954,29267,537,27,3,14.86,48,0.51,Master's,Self-employed,Married,Yes,Yes,Other,No,0
LF11YSBD7R,63,146095,161839,665,119,2,20.73,24,0.52,PhD,Full-time,Married,Yes,No,Education,Yes,0
HA9P8M5UQI,61,112630,103419,403,47,4,18.48,48,0.57,Master's,Full-time,Married,No,Yes,Other,No,0
P74F0FROI7,64,90296,17018,611,94,1,22.23,60,0.76,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0
BHON7IXPXL,51,21739,236673,359,12,1,4.93,36,0.33,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,0
WRJDO128TT,59,92278,245137,385,40,4,13.12,60,0.64,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,0
WLMZRWPUEY,25,132657,68120,416,22,2,19.59,60,0.24,High School,Part-time,Divorced,No,No,Business,Yes,0
5F5FTMGSXP,34,69572,83662,553,100,4,9.57,60,0.68,PhD,Unemployed,Married,Yes,Yes,Education,No,0
7EMVRPE8FN,61,77586,177339,621,58,1,9.86,36,0.81,Master's,Self-employed,Married,No,Yes,Home,No,0
0Y2RUC0FJ3,22,113067,191472,315,48,4,19.64,12,0.85,PhD,Part-time,Single,No,No,Business,Yes,1
0VPGV1I4AL,18,93236,143732,576,105,2,11.63,48,0.17,Master's,Part-time,Divorced,Yes,No,Education,No,0
F49K4Y4199,35,102415,46609,477,113,3,14.61,48,0.72,Bachelor's,Part-time,Divorced,No,No,Other,No,0
H1413G4UWX,65,121013,7793,464,81,1,15.06,12,0.34,PhD,Full-time,Single,No,No,Auto,Yes,0
1QZET0PMI9,59,62680,183423,715,29,3,24.01,60,0.48,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
WLX941DU28,45,18962,216185,499,107,3,10.54,24,0.46,High School,Unemployed,Single,Yes,No,Other,Yes,1
PIXSJTJYJL,44,70635,56998,363,109,3,16.37,24,0.4,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
EW48C9X0FE,54,110308,63796,331,81,4,16.3,12,0.23,Bachelor's,Unemployed,Single,No,Yes,Education,No,0
E8ZRMQHSQ2,60,93260,238216,324,90,4,12.25,60,0.38,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
ZW4MU2XQYD,66,122275,50652,698,11,1,13.2,48,0.83,Master's,Unemployed,Married,No,No,Other,Yes,0
02IEE8MLVL,42,99627,45493,806,54,3,24.72,36,0.47,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
VZ4MF4WPHQ,57,96840,15799,380,80,2,22.5,36,0.26,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
DAE31H8S1T,60,63147,130676,518,73,2,14.98,36,0.56,PhD,Part-time,Divorced,No,No,Auto,Yes,0
TN8X2SSN1H,69,80332,128906,712,90,4,9.6,24,0.45,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0
T4TGRU4QS9,32,102267,48444,336,12,2,21.92,36,0.28,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
8Z9T8JAK2J,45,68496,232484,677,31,4,13.01,12,0.11,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
SONGV0L6MV,57,133426,241583,458,66,1,9.47,60,0.34,Master's,Self-employed,Divorced,Yes,No,Home,Yes,0
U2LRWEB5G3,42,106339,151349,514,28,2,16.12,12,0.69,High School,Self-employed,Single,Yes,Yes,Home,Yes,0
BRYBRG58EG,52,51327,72594,485,45,3,15.86,12,0.53,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0
AH3YFNP8AS,27,27041,179194,565,76,3,4.43,24,0.39,Master's,Self-employed,Divorced,No,Yes,Education,Yes,0
SDJHFZMBSL,18,29159,221022,303,8,3,23.57,12,0.6,PhD,Unemployed,Married,No,No,Home,Yes,0
RWV93B9Y6D,27,135123,193874,540,81,3,15.57,36,0.75,PhD,Full-time,Married,Yes,No,Home,No,0
7BC4VARPD0,33,65515,171841,792,7,1,18.46,60,0.55,High School,Full-time,Married,Yes,Yes,Business,Yes,0
D6QDCI3I0H,32,138188,16655,584,38,1,10.27,24,0.7,PhD,Full-time,Divorced,No,Yes,Business,Yes,0
TP4OZOJPW4,34,43457,31882,471,68,1,10.95,60,0.73,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
1UTWBJN819,32,133263,130477,790,111,4,15.56,12,0.47,Master's,Full-time,Divorced,Yes,No,Auto,Yes,0
ZR10WPJDMC,59,92175,213098,791,102,3,24.82,60,0.27,Master's,Self-employed,Single,No,Yes,Other,No,0
Z33QMTV09V,28,88231,92588,411,33,1,24.12,12,0.22,High School,Full-time,Married,No,No,Auto,Yes,0
F9C91V38OT,60,149216,50893,624,90,4,3.56,36,0.65,PhD,Part-time,Married,Yes,Yes,Education,No,0
1FCG4C2390,54,114147,132356,304,84,2,13.79,24,0.66,Master's,Full-time,Single,No,Yes,Auto,No,0
QF4DQJIOFT,62,133841,220246,321,111,1,17.23,12,0.4,PhD,Unemployed,Single,No,Yes,Auto,No,0
T9FOQ5DZMQ,29,120373,91339,787,8,2,3.82,48,0.51,PhD,Full-time,Divorced,No,Yes,Auto,No,0
JP254UVHPW,41,84750,248083,845,17,2,22.33,12,0.5,PhD,Self-employed,Married,No,Yes,Education,No,0
A9S0QS3S3I,56,64431,12921,827,108,4,7.95,36,0.41,PhD,Self-employed,Single,Yes,No,Education,No,0
K1U7LB8MHF,32,91825,236779,823,49,2,3.21,24,0.4,High School,Unemployed,Single,No,No,Business,No,0
W207XAG9AM,60,131318,240798,805,81,1,12.38,48,0.12,High School,Unemployed,Married,Yes,No,Business,Yes,0
EQ5XI4D9XO,53,95385,188265,798,81,1,23.53,24,0.21,High School,Full-time,Divorced,Yes,Yes,Auto,Yes,0
0EKUKI3QZY,53,134370,17180,349,98,4,9.13,36,0.41,PhD,Unemployed,Married,No,No,Home,No,0
RAIP0N10A3,47,90281,209219,328,12,4,19.07,48,0.14,High School,Part-time,Married,Yes,Yes,Auto,No,0
WMBTWL7G5X,23,124104,39985,414,96,3,21.5,48,0.57,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
NYTG0VYVPZ,28,111464,183963,836,114,4,8.33,36,0.73,PhD,Part-time,Single,No,Yes,Auto,Yes,0
EX6FQ2UFOD,33,31990,29361,635,99,3,19.93,12,0.31,Bachelor's,Part-time,Married,Yes,No,Other,Yes,0
HIVQ4V19AR,60,67007,181558,303,53,4,8.78,36,0.3,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
FLKWKG47S0,48,24828,190163,559,2,4,20.15,12,0.83,Master's,Self-employed,Divorced,Yes,No,Education,No,1
50NAFZX0L6,32,93666,162681,705,111,4,5.52,48,0.76,Master's,Unemployed,Married,No,Yes,Auto,Yes,0
T337UHBSDE,31,84942,109045,776,51,4,20.94,12,0.24,Master's,Part-time,Single,Yes,Yes,Other,No,0
DU9JUCOUDN,57,55491,10534,516,40,4,6.99,24,0.44,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,0
05T4ETEIB4,23,32575,57709,311,89,4,24.54,36,0.26,Bachelor's,Part-time,Single,No,Yes,Other,Yes,1
Y9NMMF4079,52,116117,237518,412,60,4,3.65,36,0.38,PhD,Full-time,Single,Yes,Yes,Business,No,0
MHISXAMSZQ,27,125656,57005,619,86,2,10.53,36,0.34,Bachelor's,Full-time,Single,No,No,Other,No,0
ICS2DMUM9U,34,134201,151774,307,33,2,7.9,48,0.77,High School,Full-time,Single,No,No,Other,Yes,0
4U52TPE9B7,25,112043,107474,488,112,2,18.49,12,0.49,Bachelor's,Unemployed,Single,Yes,No,Other,Yes,0
MPSO6O2XW3,44,50509,149673,465,28,4,12.51,24,0.68,Master's,Self-employed,Married,No,Yes,Other,No,0
GC1FA0HI8X,59,37003,248716,556,63,1,12.2,24,0.53,PhD,Self-employed,Divorced,No,No,Auto,Yes,0
S1L3TC6BGM,37,57436,237773,355,56,3,21.25,48,0.28,High School,Full-time,Married,Yes,Yes,Other,No,0
ZYKOM82SJF,48,85679,160162,486,38,3,13.96,60,0.11,PhD,Unemployed,Single,No,No,Other,No,0
2ARW4KQ3OH,27,138862,76210,573,103,2,5.24,60,0.52,PhD,Unemployed,Married,No,Yes,Other,Yes,0
8NO5VWK84M,65,53190,103175,772,47,1,24.46,12,0.21,Bachelor's,Part-time,Single,No,No,Business,Yes,1
OOCN9Y6IC1,19,93656,94414,397,114,4,12.8,36,0.61,Master's,Unemployed,Single,Yes,No,Business,Yes,1
ASC8275WZY,46,92594,131294,699,99,3,14.75,60,0.81,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0
61ZW0TYKTU,54,73539,242215,729,101,1,12.97,36,0.43,PhD,Self-employed,Single,No,No,Education,Yes,0
TY8QOHU07B,57,32376,130641,643,7,2,18.21,12,0.88,PhD,Full-time,Married,No,No,Home,Yes,0
RIY3Z0ZVJ3,49,149199,223037,613,104,4,17.4,36,0.65,Master's,Self-employed,Married,No,Yes,Other,Yes,0
K8UV2C4URK,34,123453,18136,372,96,2,10.94,24,0.76,High School,Self-employed,Married,Yes,No,Business,No,0
IOND08KJCT,32,24587,72117,410,28,1,15.96,36,0.42,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
33TD4OAPOO,31,37649,52459,675,102,4,3.84,12,0.52,Bachelor's,Unemployed,Married,No,No,Home,Yes,0
R5PRBQ4OOE,26,15518,196075,513,55,2,4.48,60,0.29,Master's,Full-time,Single,No,Yes,Auto,No,0
YSA4BBYD6Y,26,56767,122093,604,85,4,22.43,12,0.43,High School,Self-employed,Single,No,Yes,Education,No,0
92Q4D4JHEQ,25,132298,198627,451,93,1,7.81,36,0.26,High School,Full-time,Divorced,No,No,Business,No,0
64NDK88KXA,38,55496,44715,740,22,1,18.49,12,0.34,Bachelor's,Self-employed,Single,No,Yes,Auto,No,1
DYA28V78UE,22,97742,240641,639,51,1,16.07,60,0.75,High School,Full-time,Single,Yes,No,Auto,Yes,1
Q4O8L4KWBO,23,91622,126113,691,26,2,16.59,12,0.77,PhD,Unemployed,Divorced,No,No,Home,No,0
6IXK8GVC3H,61,110085,174813,578,31,3,22.63,48,0.57,PhD,Full-time,Married,Yes,Yes,Education,No,0
DR1YR2IL6O,23,146066,188838,526,70,3,14.74,48,0.7,PhD,Full-time,Married,No,Yes,Business,Yes,0
SQ0HZF7Z88,64,54250,61958,679,112,1,16.27,48,0.2,PhD,Full-time,Divorced,No,No,Auto,No,0
6OKS8B8ELZ,52,30590,17463,530,97,3,24.44,60,0.15,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,0
E53WXINF5T,54,53932,220450,754,2,4,4.8,48,0.3,Bachelor's,Part-time,Single,No,No,Home,No,1
8G4IDISHZO,36,88199,150936,467,5,4,10.37,36,0.8,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
QNHH0B766E,61,17826,129378,586,98,3,22.86,36,0.18,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
IEDUYGMGCN,67,74247,17595,533,101,2,18.37,24,0.6,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
Y5PDH6R72H,66,43746,245797,328,43,1,19.29,48,0.11,Master's,Unemployed,Married,Yes,No,Education,No,0
Z6RDCLYJ1V,24,131467,45124,614,8,2,6.55,48,0.88,Bachelor's,Unemployed,Divorced,No,No,Auto,Yes,0
Y8GTE3HQR4,22,79380,36761,447,69,1,10.35,24,0.33,PhD,Unemployed,Married,No,No,Business,No,0
KONBLYFKY8,50,135499,113188,488,79,3,19.78,36,0.28,PhD,Full-time,Married,No,No,Education,Yes,0
OSD4S27233,54,91613,105209,549,71,4,22.8,24,0.69,High School,Self-employed,Married,Yes,Yes,Home,No,0
6EPC4MIQ0P,39,90005,54624,675,34,1,3.85,36,0.27,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0
2YBQL4GBWW,27,107516,108793,606,31,1,23.31,48,0.63,Master's,Full-time,Single,No,Yes,Other,Yes,0
5GMYHM6QED,40,72542,50911,483,86,3,6.65,48,0.42,Bachelor's,Full-time,Married,No,No,Home,No,0
7OQ5MMR25P,65,142660,74444,412,39,1,2.84,60,0.22,PhD,Part-time,Single,Yes,Yes,Auto,No,0
HQA1KX4JL1,67,64680,55617,717,78,3,3.6,12,0.85,PhD,Part-time,Single,Yes,No,Auto,Yes,0
KORHNFX7O7,20,82126,78507,664,3,1,19.52,48,0.86,PhD,Part-time,Married,No,Yes,Other,No,1
MYHP3J8TXM,27,128786,44553,447,21,1,7.03,24,0.45,Master's,Full-time,Married,Yes,No,Other,No,0
EW2PB9KJ60,40,38908,240700,581,91,1,20.91,60,0.1,High School,Part-time,Divorced,No,No,Home,Yes,0
Z834K6JJWS,43,105867,223631,326,115,2,13.8,48,0.58,Bachelor's,Full-time,Single,No,Yes,Education,No,0
1I67INDPW8,61,75085,247703,790,109,3,13.23,36,0.21,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
XMHJ7WL41E,41,59667,198071,690,68,4,7.68,24,0.75,Master's,Unemployed,Married,Yes,No,Auto,No,0
8ARU3VV70K,47,62704,112363,764,8,3,24.22,48,0.44,Master's,Part-time,Single,Yes,No,Home,No,0
LC9CX89YZA,59,109579,108931,695,96,4,5.33,24,0.81,High School,Part-time,Divorced,No,Yes,Business,Yes,0
MEA9H4T6C8,59,123315,233371,682,94,4,13.44,60,0.8,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
PYHNDFA7FF,68,49927,207139,687,76,1,6.91,48,0.41,Bachelor's,Full-time,Single,No,No,Auto,No,0
4YWSIXHNNP,50,142782,228129,421,39,3,20.89,36,0.31,PhD,Unemployed,Divorced,Yes,No,Business,No,0
IAB5H6TPO9,28,137545,126933,576,57,3,3.41,48,0.37,Bachelor's,Part-time,Single,Yes,No,Home,No,0
NEUZ7VE8Z9,42,81619,94802,611,102,3,4.78,12,0.69,PhD,Self-employed,Married,No,No,Auto,Yes,0
FAOEND3R80,32,23783,79423,394,101,2,8.31,60,0.39,High School,Self-employed,Married,No,No,Home,No,0
FTWF2DMMDL,60,96052,80779,675,78,4,17.12,60,0.43,Bachelor's,Unemployed,Married,No,Yes,Other,No,0
QR5BWT2WYB,22,91837,199839,381,78,2,23.39,36,0.78,High School,Full-time,Divorced,No,No,Other,Yes,1
THUH7K9EA4,19,113980,101273,347,89,4,23.83,48,0.71,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
SZIVQN5L70,45,46573,196710,415,118,1,6.7,60,0.36,Master's,Full-time,Single,No,Yes,Business,Yes,0
8BX7U3FU02,18,125439,206667,840,7,2,3.05,48,0.77,Master's,Unemployed,Married,No,No,Home,Yes,0
TM06D6HJAE,19,96518,219702,752,35,3,11.45,24,0.2,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
BQWOEAOAKE,46,124653,111961,577,22,3,19.23,60,0.27,Bachelor's,Full-time,Single,Yes,No,Other,No,0
XHE5RXC2SA,39,29583,101707,744,59,3,22.95,36,0.37,Master's,Unemployed,Single,No,No,Business,Yes,0
FC8MV772M8,49,83891,224824,429,55,1,5.86,12,0.41,High School,Full-time,Married,No,Yes,Business,No,0
3SR6SLL4FC,55,112387,162542,791,34,3,8.99,36,0.44,High School,Part-time,Divorced,No,Yes,Education,Yes,0
3DMTO47WZN,50,81575,242167,663,8,1,22.75,60,0.36,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0
WMHWY3FUA2,26,20811,195717,608,56,4,7.45,24,0.82,High School,Full-time,Single,No,No,Home,No,1
7OHNQH299G,36,133001,21762,562,45,3,20.4,48,0.89,Bachelor's,Full-time,Married,No,Yes,Education,No,1
14O6NAZ0FX,47,64873,236198,802,40,3,15.89,24,0.43,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0
74I05DYVFP,33,28623,194430,378,31,3,2.74,36,0.4,PhD,Unemployed,Single,Yes,No,Other,Yes,0
7ZLZ71WJC1,26,148973,20987,402,9,1,21.93,60,0.31,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
IPGF6NFRHV,56,115943,229996,374,111,3,21.52,24,0.46,Master's,Full-time,Divorced,No,Yes,Home,Yes,0
Z0P6LBNMB5,66,91059,99594,594,77,1,7.3,36,0.37,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
IQWWHVJQ4B,58,140876,52478,620,1,1,4.71,60,0.35,High School,Full-time,Divorced,No,No,Education,No,0
BTZDIWK63M,41,59116,130217,401,86,2,23.22,48,0.34,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
3AC3HFY02B,51,18658,245596,776,92,2,11.95,36,0.47,High School,Self-employed,Divorced,Yes,Yes,Home,Yes,0
HFG9354N9N,64,81420,218160,680,7,1,11.68,12,0.89,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,0
7V106DKMGP,58,90895,198156,682,59,4,23.82,24,0.22,PhD,Full-time,Married,No,Yes,Education,Yes,0
EFBS0FVOJL,68,66693,136410,812,87,2,9.85,12,0.11,Master's,Full-time,Married,No,No,Business,No,0
J8J98I7E2W,32,124013,127925,668,29,1,22.66,48,0.44,Master's,Self-employed,Divorced,Yes,No,Home,Yes,0
81EH92D3TS,39,145104,12045,749,79,4,2.63,24,0.18,High School,Self-employed,Divorced,Yes,No,Home,No,0
FFO6CPZQL0,28,134286,13584,809,85,3,12.52,12,0.54,Bachelor's,Full-time,Single,No,No,Education,Yes,0
YR23HJNC6C,21,74762,45918,307,103,3,10.29,24,0.7,Master's,Unemployed,Single,Yes,Yes,Education,No,0
QJ5G31HINQ,68,79022,162645,463,17,1,19.53,36,0.71,Master's,Self-employed,Divorced,No,No,Business,No,0
ZZJISUF1TQ,45,108803,13807,489,0,3,4.46,48,0.75,Bachelor's,Full-time,Married,No,No,Business,No,0
813RTQLXHR,44,53529,24390,478,75,4,8.64,48,0.34,High School,Part-time,Married,Yes,No,Home,Yes,0
11833TP874,33,51217,134861,728,27,1,4.52,48,0.34,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
OF24KTZ4V0,61,57696,145359,724,19,4,16.44,12,0.41,Bachelor's,Full-time,Single,No,No,Education,Yes,0
5LA52SUPVG,67,35129,122745,791,103,2,10.82,24,0.79,PhD,Part-time,Single,Yes,Yes,Business,Yes,0
5XZFISP8ED,53,59082,113568,337,66,3,22.76,36,0.19,Master's,Unemployed,Single,No,Yes,Other,No,0
C0E2Z79QPA,44,31884,64136,340,3,3,14.78,36,0.13,PhD,Part-time,Married,Yes,Yes,Home,Yes,1
APU02YHFSG,63,47035,142851,437,26,2,2.05,36,0.61,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
3I6FFZF38F,33,103625,145926,434,63,4,12.44,36,0.48,PhD,Self-employed,Married,No,Yes,Other,Yes,0
JZNXQ9YD8H,23,61515,48680,368,38,3,17.08,60,0.53,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
W9BYQD310A,63,26761,73931,592,88,1,11.48,60,0.87,High School,Full-time,Single,Yes,No,Other,Yes,0
WDENYERQ83,43,47604,74586,621,51,4,15.47,12,0.83,PhD,Part-time,Married,No,No,Other,No,0
WOG11F62QO,66,101834,170588,743,86,1,6.86,12,0.87,Master's,Full-time,Single,Yes,Yes,Other,No,0
YLT6W71Z9R,47,137504,165001,779,82,3,24.44,24,0.75,Master's,Self-employed,Married,Yes,Yes,Business,No,0
1ZT97PDX18,66,42157,33785,593,6,3,10.17,24,0.36,Bachelor's,Full-time,Married,Yes,Yes,Education,No,0
0W1XAPVTG4,24,55014,11828,401,44,4,7.32,12,0.65,Master's,Full-time,Divorced,No,Yes,Business,Yes,0
